State,Area Name,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
GA,Catoosa County,5114.0,15510.0,15963.0,10398.0,10.88432478450569,33.01053527721614,33.97467276790465,22.13046717037352,6796.0,10.1,31183.0,1421.0,4.4,61906.0,98.57643312101911
GA,Charlton County,1742.0,3688.0,2554.0,1094.0,19.18924873320114,40.62568847763824,28.1339502092972,12.05111257986341,2781.0,25.5,4687.0,186.0,3.8,46061.0,73.34554140127388
GA,Chatham County,18800.0,48789.0,61535.0,71210.0,9.384328171952838,24.35382910539399,30.71620393942117,35.545638783232,43011.0,15.6,129111.0,10585.0,7.6,56357.0,89.74044585987261
GA,Chattahoochee County,227.0,1158.0,2087.0,1137.0,4.925146452592753,25.12475591234541,45.28097201128227,24.66912562377956,1222.0,15.6,1798.0,121.0,6.3,51811.0,82.50159235668791
GA,Chattooga County,4804.0,6255.0,4227.0,1861.0,28.01656266402286,36.47868431795649,24.65154254388523,10.85321047413542,4431.0,18.8,8943.0,811.0,8.3,44399.0,70.69904458598725
GA,Cherokee County,14341.0,40211.0,55201.0,68387.0,8.050409790052768,22.57269563264848,30.98742562029864,38.38946895700011,17630.0,6.7,128633.0,6428.0,4.8,90675.0,144.38694267515925
GA,Clarke County,7515.0,14054.0,17175.0,34300.0,10.28831936914736,19.24045780625377,23.51322490553639,46.95799791906249,28845.0,24.6,54293.0,3703.0,6.4,46693.0,74.35191082802548
GA,Clay County,419.0,648.0,687.0,387.0,19.57029425502102,30.2662307333022,32.08780943484353,18.07566557683326,675.0,24.1,791.0,110.0,12.2,35937.0,57.224522292993626
GA,Clayton County,26865.0,60708.0,58930.0,37141.0,14.62884711724859,33.05743721548212,32.08925965454902,20.22445601272026,48136.0,16.8,124431.0,14273.0,10.3,49370.0,78.61464968152866
GA,Clinch County,1181.0,1701.0,1199.0,502.0,25.76914684704342,37.11542657647829,26.16190268383155,10.95352389264674,1326.0,20.4,2846.0,115.0,3.9,43088.0,68.61146496815287
GA,Cobb County,36579.0,93670.0,132789.0,253049.0,7.087758459329533,18.15004059393087,25.72996413395416,49.03223681278544,69097.0,9.2,387938.0,24177.0,5.9,81517.0,129.80414012738854
GA,Coffee County,6484.0,11127.0,6814.0,3988.0,22.82053989371063,39.16165135677331,23.98198007954105,14.03582866997501,9184.0,23.1,17845.0,1096.0,5.8,44520.0,70.89171974522293
GA,Colquitt County,7054.0,11510.0,7028.0,4311.0,23.58960639400729,38.49112129217804,23.50265859612748,14.41661371768719,9078.0,20.4,20888.0,975.0,4.5,41673.0,66.35828025477707
GA,Columbia County,7273.0,23328.0,33536.0,38541.0,7.083308985371745,22.7195699176065,32.66132959348644,37.53579150353533,10629.0,6.7,72176.0,3131.0,4.2,87489.0,139.31369426751593
GA,Cook County,2061.0,3536.0,3630.0,1843.0,18.61788617886179,31.94218608852755,32.79132791327913,16.64859981933153,3340.0,19.5,7715.0,384.0,4.7,35225.0,56.09076433121019
GA,Coweta County,9320.0,26095.0,29642.0,33025.0,9.502253216696234,26.60528945168328,30.22165127138517,33.67080606023531,12862.0,8.6,69877.0,4538.0,6.1,84121.0,133.95063694267515
GA,Crawford County,1611.0,3425.0,2591.0,976.0,18.72602580495176,39.81169359525747,30.11740090666047,11.3448796931303,1941.0,16.1,5139.0,275.0,5.1,48184.0,76.72611464968153
GA,Crisp County,2290.0,5484.0,4114.0,1888.0,16.62311265969802,39.80836236933798,29.86353077816493,13.70499419279907,5282.0,24.5,8841.0,873.0,9.0,36871.0,58.71178343949045
GA,Dade County,1912.0,3922.0,3473.0,1832.0,17.16491606068767,35.20962384415118,31.17874135918844,16.44671873597271,1954.0,13.0,7463.0,321.0,4.1,41069.0,65.39649681528662
GA,Dawson County,2180.0,4392.0,6044.0,6147.0,11.61861109630656,23.40777061237542,32.21233278260406,32.76128550871396,2332.0,8.7,12082.0,583.0,4.6,75081.0,119.55573248407643
GA,Decatur County,2995.0,6864.0,6574.0,2809.0,15.56491009250598,35.67196757093857,34.1648477289263,14.59827460762914,6495.0,25.6,10778.0,542.0,4.8,42996.0,68.46496815286625
GA,DeKalb County,48218.0,106060.0,125911.0,239583.0,9.27675981007057,20.40510069799835,24.22427525915209,46.09386423277898,118345.0,15.8,362325.0,31136.0,7.9,69545.0,110.74044585987262
GA,Dodge County,2045.0,5986.0,4223.0,2258.0,14.09178610804851,41.24862183020948,29.10005512679162,15.55953693495039,3980.0,21.4,6508.0,414.0,6.0,42683.0,67.96656050955414
GA,Dooly County,1705.0,3657.0,2017.0,1160.0,19.96720927509076,42.82702892610376,23.62103290783464,13.58472889097084,3040.0,27.0,4528.0,446.0,9.0,45112.0,71.8343949044586
GA,Dougherty County,9186.0,16603.0,17437.0,12649.0,16.44026845637584,29.71454138702461,31.20715883668904,22.63803131991051,22686.0,27.4,34250.0,3232.0,8.6,40793.0,64.95700636942675
GA,Douglas County,10876.0,27374.0,27434.0,27333.0,11.692486319705,29.42902910220712,29.49353344012385,29.38495113796403,16770.0,11.5,67092.0,5317.0,7.3,65269.0,103.93152866242039
GA,Early County,1394.0,2727.0,1898.0,1009.0,19.83494593056346,38.80193511667615,27.00626067159932,14.35685828116107,2371.0,24.0,4164.0,254.0,5.7,39697.0,63.211783439490446
GA,Echols County,535.0,1153.0,602.0,260.0,20.98039215686275,45.21568627450981,23.6078431372549,10.19607843137255,821.0,20.6,1808.0,74.0,3.9,45378.0,72.2579617834395
GA,Effingham County,4005.0,15115.0,12378.0,10011.0,9.648509961695053,36.41378978052953,29.82003902768075,24.11766123009468,5293.0,8.1,30316.0,1561.0,4.9,77690.0,123.71019108280254
GA,Elbert County,2868.0,5511.0,3675.0,1731.0,20.80522306855277,39.97823721436344,26.65941240478781,12.55712731229597,4528.0,23.8,7386.0,545.0,6.9,43553.0,69.35191082802548
GA,Emanuel County,2987.0,6501.0,3634.0,1924.0,19.8524524790642,43.20749700917187,24.15259869732819,12.78745181443573,5584.0,26.4,7971.0,597.0,7.0,36243.0,57.711783439490446
GA,Evans County,1611.0,2694.0,1639.0,1115.0,22.8219294517637,38.16404589885253,23.21858620201161,15.79543844737215,2002.0,19.6,4751.0,257.0,5.1,51018.0,81.23885350318471
GA,Fannin County,2422.0,6524.0,6044.0,4598.0,12.36471308964672,33.30610577904839,30.85562589340413,23.47355523790075,4111.0,15.6,10608.0,524.0,4.7,44730.0,71.22611464968152
GA,Fayette County,4149.0,16761.0,22426.0,37244.0,5.148920327624721,20.80044676098288,27.8307272275999,46.2199056837925,6079.0,5.3,53572.0,3025.0,5.3,98623.0,157.04299363057325
GA,Floyd County,10691.0,21660.0,19511.0,13735.0,16.29800143299236,33.01980273488117,29.74373828071406,20.93845755141241,17472.0,18.4,40440.0,2686.0,6.2,47423.0,75.51433121019109
GA,Forsyth County,10225.0,23420.0,37062.0,89689.0,6.374847253048705,14.60136162996583,23.10656126087932,55.91722985610613,12669.0,5.1,117458.0,5517.0,4.5,116690.0,185.81210191082803
GA,Franklin County,2878.0,5474.0,4813.0,2619.0,18.23365433350228,34.68068930562595,30.49290420679169,16.59275215408008,3708.0,16.3,9315.0,577.0,5.8,47706.0,75.96496815286625
GA,Fulton County,48660.0,118809.0,150430.0,402523.0,6.75437451937892,16.49158409931956,20.88081707665785,55.87322430464366,136220.0,13.0,514565.0,44199.0,7.9,71504.0,113.85987261146498
GA,Gilmer County,3436.0,8108.0,6373.0,5041.0,14.96646049307431,35.31666521473996,27.75938670615907,21.95748758602666,4437.0,14.0,11460.0,559.0,4.7,66066.0,105.20063694267516
GA,Glascock County,355.0,801.0,571.0,227.0,18.16786079836233,40.992835209826,29.22210849539406,11.6171954964176,447.0,15.5,1196.0,50.0,4.0,50800.0,80.89171974522293
GA,Glynn County,6561.0,16113.0,18707.0,18078.0,11.0344943574564,27.09934576767184,31.46201584284969,30.40414403202207,13107.0,15.5,35722.0,2573.0,6.7,59286.0,94.40445859872611
GA,Gordon County,8990.0,13102.0,10321.0,6225.0,23.26724985765309,33.90962265127595,26.71204513691185,16.11108235415912,6829.0,11.8,26579.0,1517.0,5.4,54915.0,87.44426751592357
GA,Grady County,3564.0,6595.0,4741.0,2688.0,20.26381623834433,37.49715715260405,26.95587900841483,15.2831476006368,4527.0,18.7,10160.0,462.0,4.3,54601.0,86.94426751592357
GA,Greene County,1699.0,4262.0,3400.0,4375.0,12.36895748398369,31.02795573675014,24.75247524752475,31.85061153174141,2849.0,15.3,6774.0,416.0,5.8,61857.0,98.4984076433121
GA,Gwinnett County,73577.0,135492.0,164197.0,233692.0,12.12225557616837,22.32312614711397,27.05244843959549,38.50216983712217,97747.0,10.4,450036.0,30213.0,6.3,73460.0,116.97452229299363
GA,Habersham County,6014.0,10547.0,7129.0,7207.0,19.46467294559342,34.13600025892482,23.07343755057125,23.32588924491051,5963.0,13.7,17713.0,1008.0,5.4,61071.0,97.2468152866242
GA,Hall County,25689.0,37544.0,36209.0,33257.0,19.35884972757896,28.2926020542732,27.28656583696938,25.06198238117846,25886.0,12.7,97547.0,4779.0,4.7,67735.0,107.85828025477706
GA,Hancock County,2109.0,2457.0,1616.0,627.0,30.97371126450286,36.08459391981201,23.73329416948157,9.208400646203554,2202.0,30.7,2317.0,223.0,8.8,36424.0,57.99999999999999
GA,Haralson County,3462.0,7942.0,5593.0,3452.0,16.92992322362952,38.83808499193114,27.35097070761406,16.88102107682527,4633.0,15.5,11651.0,718.0,5.8,51431.0,81.89649681528662
GA,Harris County,1610.0,6147.0,8505.0,7787.0,6.694665058838205,25.56031435818537,35.36529585429747,32.37972472867895,3195.0,9.0,16087.0,758.0,4.5,81151.0,129.22133757961785
GA,Hart County,3364.0,6753.0,5579.0,3130.0,17.8689047062573,35.87060448316159,29.63454796557951,16.62594284500159,3711.0,14.4,10719.0,610.0,5.4,52401.0,83.44108280254777
GA,Heard County,1408.0,3304.0,2309.0,820.0,17.95689325341155,42.13748246397143,29.44777451855631,10.45784976406071,1938.0,16.4,4778.0,329.0,6.4,51532.0,82.05732484076434
GA,Henry County,11711.0,48272.0,50451.0,43452.0,7.610178963648415,31.36867551304212,32.78465877337769,28.23648674993177,20755.0,8.7,107965.0,8445.0,7.3,69620.0,110.85987261146497
GA,Houston County,7389.0,29772.0,35545.0,33011.0,6.989415136638384,28.16197962484747,33.62278536091641,31.22581987759774,17041.0,10.8,66812.0,3674.0,5.2,69442.0,110.57643312101911
GA,Irwin County,1414.0,2308.0,1823.0,1144.0,21.13918373448946,34.50441022574376,27.25370010464943,17.10270593511736,1720.0,20.9,3289.0,195.0,5.6,47492.0,75.62420382165605
GA,Jackson County,6875.0,16087.0,14580.0,12516.0,13.73406848056255,32.13672140317232,29.12621359223301,25.00299652403212,6883.0,9.1,38323.0,1738.0,4.3,70960.0,112.99363057324841
GA,Jasper County,1247.0,4400.0,2794.0,1622.0,12.39193083573487,43.72453542681109,27.76507999602504,16.118453741429,2015.0,14.0,6487.0,331.0,4.9,57796.0,92.03184713375796
GA,Jeff Davis County,1966.0,3391.0,3019.0,1235.0,20.45572781188222,35.28248881489959,31.4119238372698,12.84985953594839,3003.0,20.0,5820.0,313.0,5.1,44417.0,70.72770700636943
GA,Jefferson County,2180.0,4441.0,2933.0,1194.0,20.28284331968738,41.31931522143655,27.28879791589133,11.10904354298474,3101.0,21.1,6227.0,447.0,6.7,40333.0,64.22452229299364
GA,Jenkins County,1108.0,2760.0,1865.0,501.0,17.77350016041065,44.27333974975938,29.91658646134103,8.03657362848893,2111.0,28.0,2988.0,201.0,6.3,38306.0,60.996815286624205
GA,Johnson County,1666.0,3011.0,1441.0,611.0,24.75850795066131,44.74661911130926,21.41477188289493,9.080101055134493,2059.0,25.9,3805.0,196.0,4.9,36358.0,57.89490445859873
GA,Jones County,1713.0,8012.0,6288.0,3449.0,8.801767547014695,41.16740314458946,32.30911519884904,17.72171410954681,3285.0,11.6,12761.0,604.0,4.5,64812.0,103.20382165605095
GA,Lamar County,1254.0,4416.0,4275.0,2211.0,10.31589338598223,36.32773938795656,35.16781836130306,18.18854886475814,2504.0,13.8,7483.0,501.0,6.3,55024.0,87.61783439490446
GA,Lanier County,976.0,2875.0,1656.0,1152.0,14.65685538369124,43.17465084847575,24.86859888872203,17.29989487911098,2046.0,19.6,3602.0,199.0,5.2,35215.0,56.07484076433121
GA,Laurens County,4494.0,13762.0,9239.0,5501.0,13.61983270699479,41.70808582858528,28.00036368044612,16.67171778397381,9611.0,20.7,18000.0,1280.0,6.6,46690.0,74.34713375796179
GA,Lee County,1887.0,5845.0,7045.0,6560.0,8.843792473168675,27.39372920279327,33.01776257205793,30.74471575198013,2947.0,10.1,14343.0,683.0,4.5,74640.0,118.85350318471338
GA,Liberty County,3208.0,11447.0,15411.0,7371.0,8.569062691989208,30.5767021930176,41.16515746454043,19.68907765045276,8886.0,14.7,24110.0,1598.0,6.2,49788.0,79.28025477707006
GA,Lincoln County,935.0,2480.0,1504.0,757.0,16.47286821705426,43.69274136715997,26.49753347427766,13.3368569415081,1310.0,16.5,3320.0,188.0,5.4,47883.0,76.2468152866242
GA,Long County,1840.0,3730.0,3379.0,1537.0,17.54720579820713,35.57123784093076,32.22391760442495,14.65763875643716,3303.0,16.7,7828.0,356.0,4.3,53841.0,85.73407643312102
GA,Lowndes County,7698.0,22621.0,20773.0,18362.0,11.08359489734213,32.56975840124399,29.90900452097791,26.43764218043597,22695.0,20.3,48386.0,3106.0,6.0,48864.0,77.80891719745223
GA,Lumpkin County,2438.0,5571.0,6131.0,6797.0,11.64445718106701,26.60839661842671,29.28308735731002,32.46405884319626,3896.0,12.5,15770.0,787.0,4.8,63822.0,101.62738853503184
GA,McDuffie County,2328.0,5891.0,4080.0,2338.0,15.90489854478377,40.24731843957095,27.87456445993031,15.97321855571497,3490.0,16.7,7877.0,673.0,7.9,48392.0,77.05732484076432
GA,McIntosh County,1476.0,3232.0,2599.0,1612.0,16.5489404641776,36.23724632806368,29.14003812086557,18.07377508689315,2847.0,19.9,5611.0,335.0,5.6,48097.0,76.5875796178344
GA,Macon County,2432.0,3220.0,2314.0,894.0,27.44920993227991,36.3431151241535,26.11738148984199,10.09029345372461,3362.0,31.1,4300.0,353.0,7.6,35997.0,57.32006369426752
GA,Madison County,3743.0,6784.0,5876.0,4192.0,18.17431415392085,32.94003398883224,28.53119689244962,20.35445496479728,4366.0,14.5,12553.0,664.0,5.0,50619.0,80.60350318471338
GA,Marion County,1257.0,2000.0,1418.0,780.0,23.04307974335472,36.66361136571953,25.99450045829514,14.29880843263061,1736.0,20.6,3075.0,163.0,5.0,46792.0,74.50955414012739
GA,Meriwether County,3004.0,5921.0,3945.0,1729.0,20.57675183231728,40.55757243646826,27.02239879443798,11.84327693677649,4617.0,22.1,7991.0,750.0,8.6,45095.0,71.80732484076432
GA,Miller County,616.0,1194.0,1500.0,816.0,14.92971400872516,28.93843916626273,36.35482307319437,19.77702375181774,1091.0,19.8,2660.0,110.0,4.0,51855.0,82.57165605095541
GA,Mitchell County,2637.0,5468.0,5216.0,1767.0,17.47746553552492,36.2407211028632,34.57051961823966,11.71129374337222,7426.0,38.2,7746.0,541.0,6.5,38256.0,60.9171974522293
GA,Monroe County,2185.0,6797.0,4795.0,5577.0,11.28965588508835,35.11935517205745,24.77524026041128,28.8157486824429,3447.0,12.8,12254.0,645.0,5.0,65599.0,104.45700636942674
GA,Montgomery County,1100.0,2161.0,1479.0,1024.0,19.08396946564886,37.49132546842471,25.65926439972241,17.76544066620403,1577.0,19.3,3625.0,206.0,5.4,47074.0,74.95859872611464
GA,Morgan County,1459.0,5055.0,3609.0,3775.0,10.49791336883005,36.37213987624119,25.96776514606418,27.16218160886458,2251.0,11.6,8732.0,490.0,5.3,68343.0,108.82643312101912
GA,Murray County,7259.0,9146.0,7530.0,2730.0,27.22295143446465,34.29964372773298,28.23926495405963,10.23813988374273,6319.0,15.9,14230.0,1148.0,7.5,58761.0,93.56847133757962
GA,Muscogee County,15462.0,35732.0,45434.0,36851.0,11.58384464972018,26.76975404370725,34.03831314289139,27.60808816368118,40029.0,21.1,71219.0,5994.0,7.8,44959.0,71.59076433121018
GA,Newton County,7859.0,23970.0,24302.0,15514.0,10.96936283062321,33.45662642194151,33.92002233233303,21.65398841510224,15997.0,14.4,48448.0,3675.0,7.1,62183.0,99.01751592356688
GA,Oconee County,1060.0,5027.0,6811.0,13738.0,3.979576512989939,18.87295389698153,25.5706562546929,51.57681333533564,2468.0,6.0,18893.0,716.0,3.7,104519.0,166.4315286624204
GA,Oglethorpe County,1572.0,3849.0,2772.0,2213.0,15.10666922929079,36.98827599461849,26.6384778012685,21.26657697482222,2022.0,13.4,6522.0,323.0,4.7,55678.0,88.6592356687898
GA,Paulding County,10048.0,32437.0,38031.0,28122.0,9.24906570444964,29.85787661775806,35.00708775934756,25.88596991844475,12612.0,7.3,82242.0,4565.0,5.3,77755.0,123.81369426751591
GA,Peach County,2686.0,5674.0,5681.0,3900.0,14.97129479962098,31.62588484476897,31.66490162198317,21.73791873362689,5114.0,19.2,11102.0,733.0,6.2,51531.0,82.05573248407644
GA,Pickens County,2855.0,8004.0,7315.0,5889.0,11.86468852595271,33.26268545069193,30.39936832481403,24.47325769854133,3423.0,10.5,14319.0,712.0,4.7,69781.0,111.11624203821655
GA,Pierce County,1827.0,5561.0,3743.0,2034.0,13.87770603873908,42.24078997341436,28.43144701860995,15.45005696923661,3196.0,16.5,8129.0,384.0,4.5,51696.0,82.31847133757961
GA,Pike County,1529.0,4629.0,4039.0,2607.0,11.94158075601375,36.15276476101219,31.54482974070603,20.36082474226804,1902.0,10.1,8271.0,426.0,4.9,64986.0,103.48089171974522
GA,Polk County,5113.0,11679.0,7797.0,3738.0,18.04991704027959,41.22921594238712,27.52497617114414,13.19589084618915,6912.0,16.3,17199.0,1081.0,5.9,51040.0,81.27388535031848
GA,Pulaski County,1454.0,2694.0,2337.0,930.0,19.60890087660148,36.33175994605529,31.51719487525287,12.54214430209036,2027.0,20.4,3767.0,186.0,4.7,44019.0,70.093949044586
GA,Putnam County,1959.0,5631.0,4152.0,4106.0,12.36118122160525,35.53129732458354,26.19888944977284,25.90863200403836,3648.0,16.3,7756.0,533.0,6.4,56104.0,89.3375796178344
GA,Quitman County,545.0,621.0,428.0,159.0,31.08956075299487,35.4249857387336,24.41528807758129,9.070165430690246,523.0,23.1,745.0,50.0,6.3,37735.0,60.08757961783439
GA,Rabun County,1825.0,3870.0,3700.0,3320.0,14.35312622886355,30.43649233189147,29.09948879276445,26.11089264648053,2341.0,13.8,6854.0,381.0,5.3,53038.0,84.45541401273886
GA,Randolph County,898.0,1587.0,1268.0,530.0,20.96661218771889,37.05346719589073,29.6054167639505,12.37450385243988,1749.0,27.4,2320.0,146.0,5.9,36064.0,57.42675159235668
GA,Richmond County,18444.0,43200.0,43097.0,30569.0,13.63092158746582,31.92668686719385,31.85056536841327,22.59182617692706,48382.0,25.5,77658.0,6397.0,7.6,43942.0,69.97133757961784
GA,Rockdale County,6555.0,17913.0,20130.0,17274.0,10.594453064391,28.95170674941815,32.53491078355314,27.9189294026377,11464.0,12.7,40322.0,3293.0,7.6,61332.0,97.6624203821656
GA,Schley County,411.0,1079.0,1078.0,464.0,13.55540897097625,35.58707124010554,35.55408970976253,15.30343007915567,779.0,15.0,2054.0,92.0,4.3,53163.0,84.65445859872611
GA,Screven County,1658.0,3796.0,3067.0,1464.0,16.60490736104156,38.01702553830746,30.71607411116675,14.66199298948423,2793.0,20.7,4638.0,409.0,8.1,44061.0,70.16082802547771
GA,Seminole County,955.0,2689.0,2045.0,1069.0,14.13139982243267,39.78987866232613,30.26043208049719,15.81828943474401,1832.0,22.9,2942.0,154.0,5.0,41778.0,66.52547770700636
GA,Spalding County,7425.0,17932.0,11936.0,8520.0,16.20719009888023,39.14172833038657,26.05374020474538,18.59734136598782,11835.0,17.9,26205.0,2134.0,7.5,51019.0,81.24044585987261
GA,Stephens County,2924.0,7312.0,4952.0,2961.0,16.11108050030305,40.2887211416607,27.28524987602623,16.31494848201003,4297.0,16.9,9767.0,661.0,6.3,46626.0,74.2452229299363
GA,Stewart County,1246.0,1498.0,892.0,664.0,28.97674418604651,34.83720930232558,20.74418604651163,15.44186046511628,1561.0,31.3,2373.0,140.0,5.6,40205.0,64.02070063694268
GA,Sumter County,3126.0,6903.0,5090.0,3644.0,16.6604487555295,36.79049192559825,27.12785801844055,19.4212013004317,6726.0,24.3,11651.0,935.0,7.4,42653.0,67.9187898089172
GA,Talbot County,795.0,1835.0,1147.0,620.0,18.08050943825335,41.73299977257221,26.08596770525358,14.10052308392086,1274.0,20.8,2570.0,186.0,6.7,44458.0,70.79299363057325
GA,Taliaferro County,228.0,585.0,371.0,111.0,17.60617760617761,45.17374517374517,28.64864864864865,8.571428571428571,362.0,23.2,495.0,38.0,7.1,28004.0,44.59235668789809
GA,Tattnall County,3565.0,6287.0,3969.0,2338.0,22.0620087876725,38.90711058852651,24.5621635002166,14.46871712358438,4330.0,20.7,9258.0,412.0,4.3,45191.0,71.96019108280255
GA,Taylor County,1332.0,2121.0,1287.0,868.0,23.75178316690442,37.82097004279601,22.94935805991441,15.47788873038516,1831.0,23.2,2569.0,199.0,7.2,38783.0,61.75636942675159
GA,Telfair County,2686.0,4041.0,1695.0,645.0,29.62391088562921,44.56821440388221,18.69416565567442,7.113709054814161,3774.0,29.9,3426.0,373.0,9.8,38161.0,60.765923566878975
GA,Terrell County,1277.0,2258.0,1956.0,657.0,20.77098243331165,36.7273910214704,31.81522446324008,10.68640208197788,2287.0,27.8,3264.0,263.0,7.5,39433.0,62.79140127388535
GA,Thomas County,4115.0,9587.0,9640.0,7930.0,13.15873624968022,30.65681760040932,30.82629828600665,25.35814786390381,7072.0,16.2,15944.0,1053.0,6.2,57969.0,92.30732484076432
GA,Tift County,4203.0,8809.0,8611.0,4698.0,15.96823828881881,33.46757342046275,32.71532236617149,17.84886592454694,7999.0,20.5,19496.0,1037.0,5.1,45093.0,71.80414012738854
GA,Toombs County,3083.0,5794.0,5636.0,2931.0,17.67369869296033,33.21485897729878,32.30910341664755,16.80233891309333,5919.0,22.2,11372.0,787.0,6.5,42165.0,67.14171974522293
GA,Towns County,694.0,2627.0,3039.0,2922.0,7.476836888601595,28.30209006679595,32.74078862314156,31.48028442146089,1455.0,13.2,3617.0,254.0,6.6,43640.0,69.49044585987261
GA,Treutlen County,1045.0,1778.0,793.0,598.0,24.79829140958709,42.19269102990033,18.81822496440437,14.19079259610821,1501.0,23.4,2497.0,161.0,6.1,40834.0,65.02229299363057
GA,Troup County,5903.0,16548.0,14421.0,9047.0,12.85524510551188,36.03737015178902,31.4053006380801,19.702084104619,11136.0,16.4,34897.0,2689.0,7.2,51799.0,82.48248407643311
GA,Turner County,1258.0,2101.0,2150.0,677.0,20.33624312964759,33.96378920142256,34.75590042030392,10.94406724862593,1667.0,22.2,3025.0,237.0,7.3,46042.0,73.31528662420382
GA,Twiggs County,1200.0,2579.0,1648.0,683.0,19.63993453355155,42.20949263502455,26.9721767594108,11.17839607201309,1593.0,20.0,2579.0,207.0,7.4,46444.0,73.95541401273886
GA,Union County,2338.0,6458.0,5530.0,4756.0,12.25238444607484,33.84341264018447,28.98019075568599,24.92401215805471,3219.0,12.9,10087.0,459.0,4.4,50653.0,80.65764331210191
GA,Upson County,3246.0,6607.0,6164.0,2736.0,17.3092305231163,35.23169626193143,32.86940756145683,14.58966565349544,3969.0,15.2,10625.0,742.0,6.5,48233.0,76.80414012738854
GA,Walker County,7474.0,16554.0,14485.0,9311.0,15.62813650050184,34.61441953830713,30.28813984610237,19.46930411508866,9650.0,14.1,29065.0,1497.0,4.9,49388.0,78.64331210191082
GA,Walton County,7837.0,21674.0,19791.0,14860.0,12.21439481312927,33.78011907359496,30.84536018203921,23.16012593123656,10898.0,11.4,43123.0,2429.0,5.3,71390.0,113.67834394904459
GA,Ware County,4466.0,10273.0,6283.0,3510.0,18.20479373879015,41.87591716941138,25.61144627425404,14.30784281754443,8660.0,26.0,14456.0,846.0,5.5,39994.0,63.68471337579618
GA,Warren County,1084.0,1466.0,907.0,352.0,28.45891310055132,38.48779207140982,23.81202415332108,9.241270674717773,1204.0,23.4,2461.0,178.0,6.7,40422.0,64.36624203821655
GA,Washington County,2258.0,6497.0,3064.0,2290.0,16.00396909773903,46.04862144730314,21.71663477213126,16.23077468282656,3887.0,21.3,6483.0,441.0,6.4,43309.0,68.96337579617834
GA,Wayne County,3157.0,8933.0,5540.0,2762.0,15.48156139662613,43.80639466457434,27.16751667320518,13.54452726559435,5497.0,19.7,10916.0,641.0,5.5,48885.0,77.84235668789809
GA,Webster County,328.0,532.0,601.0,229.0,19.40828402366864,31.4792899408284,35.5621301775148,13.55029585798816,482.0,18.6,958.0,57.0,5.6,45381.0,72.26273885350318
GA,Wheeler County,1179.0,2149.0,637.0,399.0,27.01649862511457,49.24381301558203,14.59670027497708,9.142988084326307,1864.0,35.6,1495.0,116.0,7.2,36671.0,58.39331210191083
GA,White County,2925.0,6137.0,6358.0,4302.0,14.83115302707636,31.11753371868979,32.23810972518,21.81320352905385,3778.0,12.5,15545.0,702.0,4.3,58831.0,93.67993630573248
GA,Whitfield County,18454.0,20932.0,15564.0,11716.0,27.68127681276813,31.39831398313983,23.34623346233462,17.57417574175742,13347.0,13.0,40013.0,3097.0,7.2,56249.0,89.56847133757961
GA,Wilcox County,1136.0,2592.0,1871.0,809.0,17.72784019975031,40.44943820224719,29.19787765293383,12.62484394506867,1851.0,27.9,2588.0,166.0,6.0,40856.0,65.05732484076432
GA,Wilkes County,1336.0,3176.0,1613.0,843.0,19.17336394948335,45.57979334098737,23.14867967853043,12.09816303099885,1919.0,20.2,3397.0,245.0,6.7,42071.0,66.99203821656052
GA,Wilkinson County,828.0,3214.0,1556.0,624.0,13.3076181292189,51.6554162648666,25.00803600128576,10.02892960462874,1732.0,20.1,3600.0,201.0,5.3,44068.0,70.17197452229298
GA,Worth County,2211.0,6417.0,4445.0,1589.0,15.07979811758287,43.76619833583413,30.31646432955941,10.8375392170236,3590.0,18.2,8335.0,478.0,5.4,47907.0,76.28503184713375
HI,Hawaii County,10285.0,42111.0,47704.0,43240.0,7.175247662899401,29.37840100460444,33.28031254360263,30.16603878889354,24301.0,12.2,80942.0,10694.0,11.7,70313.0,80.93303252837312
HI,Honolulu County,51255.0,180820.0,218647.0,256030.0,7.252190301548492,25.58464638232364,30.93687743366839,36.22628588245947,74186.0,8.0,402127.0,47275.0,10.5,89584.0,103.11471258546467
HI,Kauai County,4153.0,15503.0,17036.0,15772.0,7.915904239097286,29.54978652028057,32.47179017993291,30.06251906068924,7005.0,9.9,69603.0,15519.0,18.2,80763.0,92.96139413890744
HI,Maui County,8772.0,35482.0,38206.0,35359.0,7.445318666768517,30.11568592502058,32.42770690635636,30.01128850185454,15690.0,9.5,245265.0,14223.0,5.5,73324.0,117.12537737808093
ID,Ada County,16433.0,68936.0,110566.0,134694.0,4.97022342262778,20.84995569051717,33.44110770682548,40.73871318002958,37356.0,7.7,1606.0,170.0,9.6,49967.0,79.81566378608053
