State,Area Name,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
UT,Daggett County,15.0,129.0,141.0,68.0,4.24929178470255,36.54390934844193,39.94334277620396,19.26345609065156,67.0,6.5,168939.0,7284.0,4.1,92253.0,118.59998714405091
UT,Davis County,9115.0,44724.0,76993.0,80347.0,4.316243565884865,21.1782421547597,36.45864408866412,38.04687019069132,17794.0,5.0,7218.0,611.0,7.8,61709.0,79.33277624220608
UT,Duchesne County,1186.0,4669.0,4051.0,1683.0,10.23384243679351,40.28820433169385,34.95556130813703,14.52239192337562,2076.0,10.6,4193.0,211.0,4.8,64144.0,82.46319984572861
UT,Emery County,357.0,1947.0,2964.0,939.0,5.751570807153214,31.36781053649106,47.75253745770904,15.12808119864669,938.0,9.3,2379.0,275.0,10.4,47638.0,61.2431702770457
UT,Garfield County,170.0,1154.0,1315.0,887.0,4.821327283040272,32.72830402722632,37.29438457175269,25.15598411798071,474.0,9.7,5647.0,595.0,9.5,58852.0,75.65983158706692
UT,Grand County,440.0,2040.0,2677.0,1896.0,6.238480079398837,28.9238621863037,37.9554799376152,26.88217779668226,1015.0,10.4,24126.0,1146.0,4.5,52942.0,68.06196567461593
UT,Iron County,2090.0,7539.0,12562.0,9156.0,6.667304686253868,24.05014833955402,40.07401027211535,29.20853670207675,7593.0,13.7,5671.0,176.0,3.0,70086.0,90.10220479526902
UT,Juab County,490.0,2241.0,2439.0,1380.0,7.480916030534352,34.21374045801527,37.23664122137404,21.06870229007633,926.0,7.7,3669.0,207.0,5.3,58352.0,75.01703413254484
UT,Kane County,409.0,1421.0,2082.0,1687.0,7.304875870691195,25.3795320592963,37.18521164493659,30.13038042507591,690.0,9.0,5833.0,196.0,3.3,60316.0,77.54194253390757
UT,Millard County,803.0,2582.0,2597.0,1839.0,10.26722925457103,33.01368111494693,33.20547244597877,23.51361718450326,1409.0,10.7,5473.0,191.0,3.4,103746.0,133.37532943369544
UT,Morgan County,147.0,1298.0,2655.0,2695.0,2.163355408388521,19.10228108903605,39.0728476821192,39.66151582045622,460.0,3.7,451.0,30.0,6.2,47206.0,60.68779327633863
UT,Piute County,136.0,426.0,442.0,255.0,10.8022239872915,33.83637807783956,35.10722795869738,20.25416997617156,219.0,15.3,1123.0,41.0,3.5,75531.0,97.10226907501446
UT,Rich County,47.0,383.0,709.0,347.0,3.1628532974428,25.77388963660835,47.71197846567968,23.35127860026918,205.0,8.4,610521.0,32940.0,5.1,79294.0,101.93996271774763
UT,Salt Lake County,61229.0,166397.0,241886.0,277237.0,8.199408368809333,22.28285541728211,32.39187464596538,37.12586156794318,79980.0,7.0,4928.0,564.0,10.3,50686.0,65.1616635598123
UT,San Juan County,1188.0,2496.0,3332.0,1817.0,13.44956413449564,28.25767010075852,37.7221781954036,20.57058756934224,2782.0,18.6,12275.0,484.0,3.8,55033.0,70.75014462942727
UT,Sanpete County,1544.0,5206.0,6453.0,3937.0,9.008168028004668,30.37339556592765,37.6487747957993,22.96966161026838,4030.0,14.1,9477.0,424.0,4.3,56318.0,72.402134087549
UT,Sevier County,1034.0,4366.0,5184.0,2950.0,7.640017733116595,32.25949460617704,38.30353184572188,21.79695581498448,2156.0,10.0,22837.0,1773.0,7.2,115756.0,148.81532429131582
UT,Summit County,1413.0,4571.0,6777.0,15704.0,4.96399086597576,16.05831723168804,23.8081854909538,55.16950641138239,1922.0,4.5,34351.0,1703.0,4.7,79101.0,101.6918429003021
UT,Tooele County,3187.0,13159.0,15830.0,9620.0,7.62513159153986,31.48387405493349,37.87443774523878,23.01655660828787,4224.0,5.7,12212.0,1250.0,9.3,63282.0,81.35501703413254
UT,Uintah County,2600.0,7385.0,7327.0,3623.0,12.41939336040124,35.27585383329353,34.9988058275615,17.30594697874373,3853.0,10.8,304605.0,12037.0,3.8,81804.0,105.16680593944847
UT,Utah County,15883.0,54886.0,117261.0,137780.0,4.874927104754305,16.8460145483564,35.99060802308094,42.28845032380836,49771.0,7.8,15398.0,1062.0,6.5,87098.0,111.97274538792827
UT,Wasatch County,811.0,4128.0,6531.0,9103.0,3.942059981529189,20.06513391338162,31.74549166383124,44.24731444125796,1636.0,4.7,75746.0,4307.0,5.4,71904.0,92.43941633991129
UT,Washington County,7278.0,25231.0,47687.0,35197.0,6.307141681037845,21.86527778981394,41.32573033026267,30.50185019888555,12615.0,6.9,1338.0,111.0,7.7,54790.0,70.43774506652953
UT,Wayne County,147.0,440.0,796.0,385.0,8.314479638009049,24.8868778280543,45.02262443438914,21.77601809954751,310.0,11.2,123701.0,6306.0,4.9,72091.0,92.67982258790255
UT,Weber County,13238.0,47226.0,58804.0,42550.0,8.180795708759224,29.18463953330285,36.33959139279932,26.29497336513861,18994.0,7.3,19588.0,943.0,4.6,73049.0,107.87394598106827
VT,Addison County,1475.0,7605.0,5925.0,10981.0,5.676133302547526,29.26575848533826,22.80073885938582,42.25736935272839,2865.0,8.4,16580.0,1155.0,6.5,65528.0,96.76742915368372
VT,Bennington County,1593.0,7289.0,7464.0,10233.0,5.993453478309943,27.42390609127507,28.08232062906806,38.50031980134693,3536.0,10.4,13698.0,873.0,6.0,52203.0,77.08994787128786
VT,Caledonia County,1555.0,7437.0,6062.0,6722.0,7.140889052167523,34.15227773695812,27.83798677443057,30.86884643644379,3145.0,11.0,91705.0,4488.0,4.7,80539.0,118.93468405274893
VT,Chittenden County,5544.0,19982.0,25487.0,60163.0,4.986687774339785,17.97330359070303,22.92491185147874,54.11509678347844,13194.0,8.5,2507.0,207.0,7.6,50956.0,75.24846050474771
VT,Essex County,467.0,2027.0,1156.0,907.0,10.24797015580426,44.48101821373711,25.36756638139127,19.90344524906737,775.0,12.7,25978.0,1395.0,5.1,62763.0,92.68425949170815
VT,Franklin County,2892.0,13022.0,9444.0,9526.0,8.290333677330581,37.32943469785575,27.07258341933264,27.30764820548102,4345.0,8.9,3847.0,238.0,5.8,79994.0,118.12986399279353
VT,Grand Isle County,284.0,1640.0,1231.0,2323.0,5.184373859072655,29.93793355239138,22.47170500182548,42.40598758671048,528.0,7.4,12838.0,1076.0,7.7,57909.0,85.51619238891269
VT,Lamoille County,1209.0,4519.0,4762.0,7745.0,6.630106937208664,24.78201261310666,26.11461475185083,42.47326569783383,1990.0,8.1,15054.0,836.0,5.3,60624.0,89.52552534814005
VT,Orange County,1388.0,7347.0,5489.0,7401.0,6.41849710982659,33.97456647398844,25.38265895953757,34.2242774566474,2722.0,9.6,12105.0,1013.0,7.7,56721.0,83.76183233161541
VT,Orleans County,1757.0,7487.0,5306.0,5460.0,8.780609695152423,37.41629185407297,26.51674162918541,27.2863568215892,2765.0,10.6,28274.0,2032.0,6.7,62289.0,91.98428754965519
VT,Rutland County,2780.0,14999.0,12327.0,14213.0,6.272704709041268,33.84327263701798,27.81425573681717,32.06976691712358,6659.0,12.0,32354.0,1663.0,4.9,70061.0,103.46146462483571
VT,Washington County,2301.0,11185.0,10408.0,18765.0,5.393937973229565,26.21955507630278,24.39813403971026,43.9883729107574,4454.0,8.0,20239.0,1441.0,6.6,59017.0,87.15241372181283
VT,Windham County,2149.0,10352.0,7608.0,13888.0,6.32114598346913,30.44974556578522,22.37844515692561,40.85066329382004,4619.0,11.3,27312.0,1699.0,5.9,60842.0,89.8474533721222
VT,Windsor County,2521.0,12237.0,11061.0,17363.0,5.83808068176555,28.3381964707517,25.61483951646519,40.20888333101755,4683.0,8.6,14987.0,1038.0,6.5,44127.0,55.748288147156174
VA,Accomack County,4331.0,8485.0,6487.0,5133.0,17.72385005729252,34.72335897855623,26.54689801931576,21.00589294483549,5617.0,17.6,53473.0,3012.0,5.3,79708.0,100.69990145791748
VA,Albemarle County,5069.0,11146.0,14960.0,44704.0,6.680372698638622,14.68917618840522,19.71559983658193,58.91485127637422,6602.0,6.3,6367.0,443.0,6.5,52281.0,66.04972585087299
VA,Alleghany County,1201.0,4726.0,3583.0,1718.0,10.69647310295689,42.09120057000356,31.91129319558247,15.30103313145707,1681.0,11.7,5777.0,355.0,5.8,70511.0,89.08077924046795
VA,Amelia County,1395.0,4213.0,2286.0,1697.0,14.54488583046606,43.92659785215306,23.83484516734438,17.69367115003649,1155.0,9.0,13944.0,819.0,5.5,61111.0,77.205194936453
VA,Amherst County,2798.0,8678.0,6251.0,4946.0,12.34066951881092,38.27459974418912,27.57023772769373,21.81449300930623,3435.0,11.2,6713.0,408.0,5.7,55152.0,69.67683250372691
VA,Appomattox County,1261.0,4362.0,3516.0,2214.0,11.10719633577028,38.42156258257729,30.96978772130715,19.50145336034528,2010.0,12.6,145804.0,6746.0,4.4,125004.0,157.92505748288147
VA,Arlington County,8860.0,12874.0,19373.0,132370.0,5.10730529119134,7.42115669512385,11.16747465081826,76.30406336286654,14273.0,6.0,35471.0,1702.0,4.6,67698.0,85.52694746948985
VA,Augusta County,5976.0,23102.0,14752.0,12778.0,10.5568117580554,40.81048615036744,26.05992085924251,22.57278123233465,6074.0,8.3,2080.0,229.0,9.9,56165.0,70.95661621648938
VA,Bath County,495.0,1260.0,958.0,621.0,14.84703059388123,37.79244151169766,28.73425314937013,18.62627474505099,455.0,11.2,36284.0,1936.0,5.1,70004.0,88.44025570407055
VA,Bedford County,4409.0,17112.0,18169.0,17802.0,7.668893063382731,29.76414109789188,31.6026577610798,30.96430807764559,5417.0,6.8,2653.0,158.0,5.6,56637.0,71.5529221517548
VA,Bland County,547.0,2227.0,1499.0,658.0,11.09308456702494,45.16325288988035,30.39951328330968,13.34414925978503,674.0,12.1,16543.0,778.0,4.5,70803.0,89.44968036991182
VA,Botetourt County,1531.0,8651.0,7785.0,6773.0,6.188358932902183,34.96766370250607,31.46725949878739,27.37671786580437,2193.0,6.6,5481.0,470.0,7.9,45556.0,57.553629633372914
VA,Brunswick County,2561.0,4238.0,3151.0,1911.0,21.59177135148807,35.73054548520361,26.56605682488829,16.11162633842003,2785.0,20.2,5823.0,607.0,9.4,35891.0,45.343254920787324
VA,Buchanan County,4090.0,5991.0,3717.0,1766.0,26.27859162169108,38.49267540478026,23.88203546646106,11.34669750706759,4642.0,23.7,5863.0,463.0,7.3,49339.0,62.332920635722765
VA,Buckingham County,2419.0,5746.0,2970.0,1483.0,19.1710255190997,45.53812014582343,23.53780313837375,11.75305119670312,2519.0,16.8,24261.0,1498.0,5.8,59223.0,74.81997119539126
VA,Campbell County,4239.0,13623.0,12619.0,9634.0,10.56711953134737,33.95986538701234,31.45706094976941,24.01595413187087,4874.0,8.9,14024.0,1005.0,6.7,67663.0,85.4827298683579
VA,Caroline County,2394.0,8134.0,5950.0,4643.0,11.3346905923015,38.51143411770276,28.17101462998911,21.98286066000663,2950.0,9.8,12116.0,1079.0,8.2,48555.0,61.34244637036663
VA,Carroll County,4036.0,8205.0,6318.0,3322.0,18.44522645217312,37.49828618436086,28.87436588821352,15.1821214752525,3945.0,13.2,3300.0,234.0,6.6,61850.0,78.13881800035374
VA,Charles City County,916.0,2132.0,1472.0,834.0,17.10870377288009,39.82069480762047,27.49346283152783,15.57713858797161,676.0,9.9,4830.0,283.0,5.5,45084.0,56.95732369810749
VA,Charlotte County,1265.0,3024.0,2633.0,1234.0,15.51005394801373,37.07699852869054,32.28298185384993,15.12996566944581,2001.0,17.2,177388.0,10981.0,5.8,83598.0,105.61437198372792
VA,Chesterfield County,18029.0,55077.0,69227.0,100368.0,7.428481959283233,22.69335519837166,28.52357427451885,41.35458856782626,23305.0,6.6,7138.0,341.0,4.6,88407.0,111.68987037926068
VA,Clarke County,895.0,3104.0,2969.0,3787.0,8.321710832171084,28.86099488609949,27.60576476057647,35.21152952115295,894.0,6.2,2157.0,116.0,5.1,57314.0,72.40821689365036
VA,Craig County,400.0,1324.0,1063.0,729.0,11.37656427758817,37.65642775881683,30.23321956769055,20.73378839590444,525.0,10.4,23655.0,1221.0,4.9,80151.0,101.25956995224499
VA,Culpeper County,3895.0,11432.0,10395.0,9291.0,11.12443949390227,32.65072972895781,29.688972667295,26.53585810984491,4415.0,8.5,4325.0,278.0,6.0,51035.0,64.47557925057484
VA,Cumberland County,865.0,2698.0,2411.0,1254.0,11.96734919756502,37.32706142778085,33.35639180962922,17.34919756502491,1337.0,13.5,4372.0,375.0,7.9,38394.0,48.505445081739396
VA,Dickenson County,2112.0,4245.0,3093.0,1097.0,20.02465155968522,40.24841187067413,29.32587465630037,10.40106191334029,2615.0,19.3,12615.0,854.0,6.3,63567.0,80.30800717588498
VA,Dinwiddie County,2246.0,7719.0,6419.0,3493.0,11.29949187503144,38.83382804246114,32.29360567490064,17.57307440760678,3117.0,11.1,5109.0,379.0,6.9,56134.0,70.91745205548678
VA,Essex County,1178.0,2875.0,2407.0,1218.0,15.34253711904142,37.44464704350091,31.34930971607189,15.86350612138578,1325.0,12.3,591622.0,36375.0,5.8,132509.0,167.4065745256083
VA,Fairfax County,51874.0,96148.0,137108.0,496667.0,6.635226279967818,12.29833319902737,17.53754491255403,63.52889560845079,59990.0,5.3,35058.0,1719.0,4.7,106977.0,135.15046617985195
VA,Fauquier County,3579.0,12804.0,14759.0,18841.0,7.160434547746234,25.61670968129164,29.52803953344137,37.69481623752075,4270.0,6.0,7735.0,409.0,5.0,54262.0,68.55244207494252
VA,Floyd County,1139.0,4469.0,3556.0,2458.0,9.800378592324902,38.45293409051799,30.5971433488212,21.14954396833592,1708.0,10.9,13083.0,722.0,5.2,79598.0,100.56093185435986
VA,Fluvanna County,1301.0,4623.0,6805.0,7244.0,6.513793621388874,23.14624743403595,34.07099584438993,36.26896310018525,1768.0,6.8,24731.0,1415.0,5.4,61714.0,77.96700103595524
VA,Franklin County,4338.0,13639.0,12932.0,9006.0,10.86809470124014,34.17011148690968,32.39884755104598,22.56294626080421,6320.0,11.5,47189.0,2275.0,4.6,83033.0,104.90057356545468
VA,Frederick County,7295.0,19835.0,18210.0,17287.0,11.64833059223657,31.67164322097498,29.0769157072828,27.60311047950565,6658.0,7.4,7304.0,484.0,6.2,55983.0,70.72668469060312
VA,Giles County,1231.0,4678.0,4028.0,2262.0,10.09099106484138,38.34740552504304,33.01909992622346,18.54250348389212,1757.0,10.7,18257.0,1045.0,5.4,73893.0,93.35346286984864
VA,Gloucester County,2982.0,8119.0,9984.0,7136.0,10.56659934091634,28.76935615321923,35.3779100669714,25.28613443889302,2931.0,7.9,10880.0,546.0,4.8,101927.0,128.77049801652475
VA,Goochland County,1098.0,3961.0,4822.0,8441.0,5.992795546337736,21.61881890623295,26.31808754502784,46.07029800240149,1351.0,5.8,7563.0,459.0,5.7,45896.0,57.983172044369205
VA,Grayson County,2020.0,4374.0,3440.0,1818.0,17.33607964297975,37.53861997940268,29.5228286989358,15.60247167868177,2346.0,16.2,9824.0,537.0,5.2,70046.0,88.49331682542892
VA,Greene County,1640.0,4265.0,4175.0,4035.0,11.61884520014169,30.21608218207581,29.57846262840949,28.58660998937301,1606.0,8.1,3975.0,283.0,6.6,48578.0,61.371503651110494
VA,Greensville County,2010.0,3591.0,2250.0,963.0,22.80462899931927,40.74200136147039,25.52756977535739,10.92579986385296,1683.0,21.5,14114.0,1062.0,7.0,43386.0,54.81213836319074
VA,Halifax County,4270.0,9024.0,7385.0,4044.0,17.27136674351818,36.50042470573959,29.87097035149456,16.35723819924766,5854.0,17.8,55260.0,2796.0,4.8,97717.0,123.45175228036487
VA,Hanover County,4694.0,19113.0,21294.0,30755.0,6.188040497785277,25.19642480489348,28.07160936511284,40.5439253322084,5266.0,5.0,169700.0,11686.0,6.4,80105.0,101.20145539075726
VA,Henrico County,16841.0,50538.0,59894.0,103917.0,7.284484623037328,21.85994203901553,25.90682988018513,44.94874345776201,27328.0,8.3,21957.0,1804.0,7.6,41706.0,52.68969350885615
VA,Henry County,7162.0,12836.0,11768.0,5671.0,19.13080642145471,34.28693538477977,31.43414269305767,15.14811550070786,6385.0,12.9,1187.0,46.0,3.7,52898.0,66.82921899082801
VA,Highland County,133.0,686.0,395.0,474.0,7.879146919431279,40.63981042654029,23.40047393364929,28.08056872037914,267.0,12.2,18417.0,974.0,5.0,75481.0,95.35967860120778
VA,Isle of Wight County,2483.0,8090.0,8893.0,8003.0,9.039280643634642,29.45138155739197,32.37467690851506,29.13466089045833,2845.0,7.6,34511.0,2539.0,6.9,86501.0,109.28190615761679
VA,James City County,2490.0,10888.0,14524.0,28443.0,4.419203123613453,19.32380867867601,25.77691010737421,50.48007809033632,4937.0,6.5,3682.0,196.0,5.1,60133.0,75.9696288248225
VA,King and Queen County,615.0,1988.0,1522.0,1115.0,11.73664122137405,37.93893129770992,29.04580152671756,21.27862595419847,767.0,11.1,13263.0,619.0,4.5,90786.0,114.69540389620234
VA,King George County,1361.0,5015.0,5114.0,6161.0,7.71061129681038,28.41198798934905,28.97286272732423,34.90453798651635,1611.0,6.0,8804.0,493.0,5.3,79313.0,100.20087424514239
VA,King William County,896.0,4002.0,4170.0,3010.0,7.418446762709058,33.13462493790363,34.52558370591157,24.92134459347574,1083.0,6.2,4971.0,389.0,7.3,55539.0,70.16575283624327
VA,Lancaster County,877.0,2699.0,2215.0,2897.0,10.09438305709024,31.0658379373849,25.49493554327809,33.34484346224678,1078.0,10.3,7772.0,529.0,6.4,38229.0,48.29699067640296
VA,Lee County,3428.0,5998.0,5712.0,1831.0,20.20154399198539,35.34680888679356,33.66138252106783,10.79026460015322,5667.0,26.0,215250.0,12000.0,5.3,155362.0,196.2781413447204
VA,Loudoun County,15832.0,30890.0,52054.0,168028.0,5.933944018830303,11.57778743946867,19.51020224584339,62.97806629585764,13241.0,3.2,18973.0,1038.0,5.2,69907.0,88.31770978093337
VA,Louisa County,2940.0,9540.0,7645.0,7006.0,10.83631270502377,35.16272898160776,28.17809885370978,25.82285945965869,3014.0,7.9,4979.0,275.0,5.2,47384.0,59.863051772494124
VA,Lunenburg County,1764.0,3413.0,2502.0,1023.0,20.27120202252356,39.22086876580097,28.75201103194668,11.7559181797288,1847.0,16.5,7058.0,278.0,3.8,67373.0,85.1163554589787
VA,Madison County,1236.0,3537.0,2761.0,2467.0,12.35876412358764,35.36646335366463,27.60723927607239,24.66753324667533,1241.0,9.4,3821.0,198.0,4.9,68946.0,87.10362078985268
VA,Mathews County,474.0,1869.0,2170.0,1924.0,7.363678732328724,29.03526487494174,33.71135622184248,29.88970017088706,738.0,8.5,11818.0,856.0,6.8,49542.0,62.5893827222882
VA,Mecklenburg County,3048.0,7779.0,6661.0,5033.0,13.53403490075929,34.54109497802052,29.57683939434306,22.34803072687713,4572.0,15.4,4893.0,261.0,5.1,60752.0,76.75164868484221
VA,Middlesex County,1017.0,2470.0,2662.0,2289.0,12.05261910405309,29.27233941692344,31.54776013273288,27.12728134629059,1181.0,11.6,46761.0,2331.0,4.7,62418.0,78.85640649872401
VA,Montgomery County,3294.0,13305.0,14055.0,26007.0,5.81352252872346,23.48175994069995,24.80542171864245,45.89929581193413,17059.0,19.3,6822.0,407.0,5.6,60757.0,76.75796548500392
VA,Nelson County,1729.0,3672.0,2373.0,3377.0,15.5053358443189,32.92978208232446,21.28060263653484,30.28427943682181,1571.0,10.7,12190.0,577.0,4.5,107658.0,136.01081436187684
VA,New Kent County,1107.0,4926.0,5042.0,5397.0,6.720495386109762,29.90529383195726,30.60951918406994,32.76469159786303,1071.0,4.6,4998.0,420.0,7.8,50096.0,63.28928418020568
VA,Northampton County,1285.0,2874.0,2379.0,2553.0,14.13485865141349,31.61368386316137,26.16873831261687,28.08271917280828,1854.0,16.2,5304.0,359.0,6.3,60575.0,76.52803395911766
VA,Northumberland County,893.0,2696.0,2567.0,3151.0,9.594928548404427,28.96744385946062,27.58139035134845,33.85623724078651,1487.0,12.3,6841.0,363.0,5.0,51503.0,65.0668317457109
VA,Nottoway County,1879.0,4335.0,3223.0,1841.0,16.66075545309452,38.43766625288172,28.57776201454158,16.32381627948218,2470.0,19.2,16186.0,962.0,5.6,73226.0,92.51080172827653
VA,Orange County,2659.0,9322.0,6947.0,6692.0,10.37861046057767,36.38563622170179,27.11553473848556,26.12021857923497,3477.0,9.4,11143.0,879.0,7.3,52107.0,65.82990120524546
VA,Page County,2949.0,7928.0,3954.0,2537.0,16.97950253339475,45.64716720405343,22.76600644864118,14.60732381391064,2682.0,11.3,6743.0,493.0,6.8,46149.0,58.30280213255173
VA,Patrick County,2280.0,4835.0,4234.0,2226.0,16.79558011049724,35.61694290976059,31.18968692449355,16.39779005524862,2435.0,14.2,28049.0,1923.0,6.4,49124.0,62.06129822876923
VA,Pittsylvania County,7194.0,17025.0,14471.0,6426.0,15.94556254987144,37.7360581611845,32.0750953098679,14.24328397907616,8227.0,14.0,13491.0,681.0,4.8,98465.0,124.39674558455668
VA,Powhatan County,1950.0,6749.0,6860.0,7013.0,8.639021796916534,29.89987595250753,30.39163565479355,31.06946659578239,1523.0,5.3,9494.0,650.0,6.4,47968.0,60.60085403138187
VA,Prince Edward County,1798.0,4315.0,3309.0,3140.0,14.31300748288489,34.34962585575546,26.34134691928037,24.99601974207929,4470.0,23.6,14016.0,965.0,6.4,75717.0,95.65783156884049
VA,Prince George County,3287.0,8799.0,9957.0,7115.0,11.27306399615886,30.1769668701557,34.14843267713835,24.40153645654709,2853.0,8.2,231644.0,16034.0,6.5,111117.0,140.38077671374788
VA,Prince William County,31771.0,61443.0,82131.0,130903.0,10.37427183197931,20.06315143282568,26.81846085525457,42.74411587994044,22884.0,4.9,14938.0,1270.0,7.8,50530.0,63.837582434242115
VA,Pulaski County,2696.0,8548.0,9227.0,5006.0,10.58209365309887,33.551831063312,36.21698002119559,19.64909526239353,4111.0,12.5,3461.0,165.0,4.6,76634.0,96.81633271849812
VA,Rappahannock County,464.0,1799.0,1566.0,1788.0,8.260637350899056,32.02777283247285,27.87965105928432,31.83193875734377,645.0,8.9,3844.0,196.0,4.9,55870.0,70.58392500694848
VA,Richmond County,1525.0,2228.0,1921.0,1201.0,22.18181818181818,32.40727272727273,27.94181818181818,17.46909090909091,1179.0,16.0,46600.0,2486.0,5.1,71613.0,90.47300199610885
VA,Roanoke County,4521.0,18838.0,20220.0,26045.0,6.493450534298518,27.05676203607951,29.04170975525681,37.40807767436516,5499.0,6.0,9866.0,572.0,5.5,55684.0,70.34894004093286
VA,Rockbridge County,1838.0,6033.0,4338.0,4790.0,10.81240072945467,35.49032296017413,25.51914818518736,28.17812812518383,2333.0,10.5,39820.0,1957.0,4.7,62609.0,79.09770826490133
VA,Rockingham County,7881.0,20893.0,12528.0,15810.0,13.79920156884718,36.58250455245833,21.93584535649251,27.68244852220199,6681.0,8.3,10453.0,740.0,6.6,43206.0,54.584733557369184
VA,Russell County,3510.0,7394.0,5993.0,2342.0,18.24419148604397,38.43235095379178,31.15026768543064,12.17318987473361,4278.0,16.2,8522.0,481.0,5.3,44937.0,56.77160977335321
VA,Scott County,2896.0,5885.0,5046.0,2260.0,18.00211350780133,36.58233356126065,31.36694225150743,14.0486106794306,3654.0,17.6,21008.0,1167.0,5.3,54294.0,68.59286959597746
VA,Shenandoah County,3474.0,12723.0,8915.0,6437.0,11.01144251798789,40.32774414402992,28.25763098671907,20.40318235126311,4366.0,10.1,12562.0,863.0,6.4,43351.0,54.76792076205877
VA,Smyth County,3476.0,8618.0,6346.0,3503.0,15.84104270154491,39.27448389007884,28.92038463291254,15.9640887754637,4467.0,15.2,8649.0,445.0,4.9,60441.0,76.35874371478384
VA,Southampton County,1941.0,4224.0,4642.0,2582.0,14.49697512883711,31.54828590634103,34.67025169915603,19.28448726566585,2006.0,12.5,63987.0,4042.0,5.9,94299.0,119.13358768981985
VA,Spotsylvania County,7807.0,25127.0,28770.0,31018.0,8.419792498004789,27.09928603783353,31.02823493884947,33.45268652531222,9039.0,6.6,69723.0,4116.0,5.6,110120.0,139.1212067615029
VA,Stafford County,6724.0,21840.0,28535.0,41874.0,6.793772038838876,22.06662423085084,28.83109534923666,42.30850838107363,8148.0,5.4,3398.0,205.0,5.7,57872.0,73.1131717916972
VA,Surry County,724.0,1589.0,1517.0,1120.0,14.62626262626263,32.1010101010101,30.64646464646464,22.62626262626263,738.0,11.6,3373.0,316.0,8.6,48040.0,60.691815953710496
VA,Sussex County,1640.0,3278.0,2142.0,1073.0,20.16476085085454,40.30493052993975,26.33714496495758,13.19316365424812,1579.0,18.9,14328.0,1182.0,7.6,45214.0,57.12156050231195
VA,Tazewell County,4478.0,11030.0,9209.0,4795.0,15.17348875033885,37.37462727026294,31.20425589590675,16.24762808349146,6357.0,16.4,19165.0,1181.0,5.8,63797.0,80.59857998332365
VA,Warren County,3286.0,9632.0,8896.0,6326.0,11.6773276474769,34.22885572139304,31.61336176261549,22.48045486851457,4008.0,10.1,24474.0,1500.0,5.8,53785.0,67.94981933951537
VA,Washington County,4858.0,13818.0,11552.0,9889.0,12.10957948002094,34.44425056709125,28.79577236582995,24.65039758705786,6856.0,13.2,8972.0,555.0,5.8,59343.0,74.9715743992723
VA,Westmoreland County,2284.0,5457.0,3713.0,2269.0,16.64359105151935,39.76535742913357,27.05676601326241,16.53428550608468,2332.0,12.9,12138.0,987.0,7.5,41723.0,52.71117062940597
VA,Wise County,5722.0,8859.0,7795.0,3827.0,21.83719421440293,33.809105827577,29.74850207991451,14.60519787810556,6984.0,20.3,12790.0,1069.0,7.7,54399.0,68.72552239937338
VA,Wythe County,2322.0,7726.0,6698.0,4085.0,11.14684844702607,37.08895396284384,32.15400124813979,19.6101963419903,3400.0,12.0,30991.0,1810.0,5.5,91711.0,115.8640119261187
VA,York County,2245.0,8345.0,13688.0,22898.0,4.758775648634899,17.6890791928099,29.01475326437171,48.53739189418349,3239.0,4.7,8599.0,668.0,7.2,56421.0,70.24614350278266
WA,Adams County,3489.0,3397.0,2668.0,1519.0,31.50907613112978,30.67822631626479,24.09464463108462,13.71805292152082,2515.0,12.7,9799.0,532.0,5.1,53377.0,66.4562556804741
WA,Asotin County,1364.0,4527.0,6405.0,3816.0,8.465739821251242,28.09707050645482,39.75297914597815,23.68421052631579,3176.0,14.1,97191.0,8373.0,7.9,75882.0,94.47577783587943
WA,Benton County,12876.0,30781.0,46488.0,42672.0,9.694542114337773,23.17549711256842,35.00154347711513,32.12841729597868,18527.0,9.1,41025.0,3661.0,8.2,61546.0,76.62695003672854
WA,Chelan County,8199.0,13235.0,16927.0,15335.0,15.26929380214541,24.64801847437425,31.52376340882002,28.55892431466031,6350.0,8.3,25951.0,2953.0,10.2,54712.0,68.11837796785318
WA,Clallam County,4206.0,14746.0,22389.0,17733.0,7.11988353590412,24.96191217794631,37.8999221315638,30.01828215458577,10194.0,13.3,223280.0,20548.0,8.4,76929.0,95.77932992193627
WA,Clark County,23678.0,84308.0,122336.0,108188.0,6.994771203214086,24.90561578683052,36.13955274585685,31.96006026409855,42918.0,8.7,1661.0,125.0,7.0,58220.0,72.48596222562533
WA,Columbia County,273.0,614.0,1343.0,817.0,8.959632425336396,20.1509681654086,44.07614046603216,26.81325894322284,502.0,12.6,44453.0,4475.0,9.1,64357.0,80.12674460588404
WA,Cowlitz County,7667.0,23635.0,31914.0,12960.0,10.06484982146608,31.02683259819365,41.89508506616257,17.01323251417769,13101.0,11.9,19783.0,1788.0,8.3,64768.0,80.63845416402097
