,County,State,Total Population,Land Area (m^2),Population Density (per m^2),Median Gross Rent,Income per capita,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
478,Osage,Missouri,13613.0,604.35,22.525026888392485,566.0,34195.0,743.0,3821.0,2573.0,1981.0,8.148716823864882,41.90611976310594,28.21890765518754,21.72625575784163,1115.0,8.5,3214.0,249.0,7.2,38606.0,65.64306604094402
479,Ozark,Missouri,9138.0,744.97,12.266265755668012,650.0,20479.0,1200.0,2655.0,1878.0,772.0,18.44734819369716,40.81475787855496,28.87009992313605,11.86779400461184,1828.0,20.3,5760.0,498.0,8.0,34498.0,58.65809698700946
480,Perry,Missouri,19227.0,474.35,40.53336144197323,719.0,27294.0,1801.0,5319.0,3418.0,2512.0,13.8007662835249,40.75862068965517,26.19157088122606,19.24904214559387,2212.0,11.7,19188.0,1385.0,6.7,52261.0,88.86111677888866
481,Pettis,Missouri,42421.0,682.22,62.18082143590044,727.0,25758.0,3576.0,9988.0,9618.0,5178.0,12.60930888575458,35.21861777150917,33.91396332863187,18.25811001410437,6452.0,15.5,18792.0,935.0,4.7,50420.0,85.73080323743454
482,Phelps,Missouri,44587.0,671.78,66.37143112328441,727.0,25217.0,2629.0,8411.0,8196.0,8729.0,9.4010370105489,30.07688181655641,29.30806365099231,31.21401752190238,7249.0,17.5,7059.0,399.0,5.3,51255.0,87.15058151397675
483,Pike,Missouri,18158.0,670.44,27.083706222779067,622.0,22720.0,1617.0,6468.0,2550.0,1858.0,12.94324821900264,51.77299287601057,20.41143040102457,14.87232850396222,2384.0,14.9,55594.0,3159.0,5.4,86924.0,147.7997687546759
484,Platte,Missouri,102848.0,420.19,244.76546324281873,1073.0,41193.0,2428.0,15714.0,21921.0,31960.0,3.371145328575594,21.81803035141552,30.43611068686392,44.37471363314497,5704.0,5.4,13623.0,667.0,4.7,50691.0,86.19159355233626
485,Polk,Missouri,32031.0,635.52,50.401246223564954,696.0,23591.0,2190.0,7620.0,6140.0,4405.0,10.759027266028,37.43551952837141,30.16457872758536,21.64087447801523,4830.0,15.6,13708.0,816.0,5.6,59126.0,100.53390464531049
486,Pulaski,Missouri,52359.0,547.1,95.70279656369951,1029.0,25098.0,1667.0,8972.0,10610.0,8714.0,5.563528351633681,29.94359710309381,35.4103394186163,29.08253512665621,5311.0,12.5,2167.0,99.0,4.4,46546.0,79.14371216758485
487,Putnam,Missouri,4746.0,517.32,9.174205520760843,613.0,28240.0,192.0,1404.0,1185.0,639.0,5.614035087719298,41.05263157894737,34.64912280701755,18.68421052631579,702.0,15.2,5363.0,249.0,4.4,57061.0,97.02271645242467
488,Rockbridge,Virginia,22728.0,597.56,38.03467434232546,843.0,33177.0,1838.0,6033.0,4338.0,4790.0,10.81240072945467,35.49032296017413,25.51914818518736,28.17812812518383,2333.0,10.5,39820.0,1957.0,4.7,62609.0,79.09770826490133
489,Russell,Virginia,26937.0,473.82,56.85070279853109,564.0,22030.0,3510.0,7394.0,5993.0,2342.0,18.24419148604397,38.43235095379178,31.15026768543064,12.17318987473361,4278.0,16.2,8522.0,481.0,5.3,44937.0,56.77160977335321
490,Scott,Virginia,21761.0,535.53,40.63451160532557,544.0,23702.0,2896.0,5885.0,5046.0,2260.0,18.00211350780133,36.58233356126065,31.36694225150743,14.0486106794306,3654.0,17.6,21008.0,1167.0,5.3,54294.0,68.59286959597746
491,Smyth,Virginia,30539.0,450.93,67.7244805180405,615.0,23016.0,3476.0,8618.0,6346.0,3503.0,15.84104270154491,39.27448389007884,28.92038463291254,15.9640887754637,4467.0,15.2,8649.0,445.0,4.9,60441.0,76.35874371478384
492,Southampton,Virginia,17829.0,599.15,29.75715597095886,796.0,27232.0,1941.0,4224.0,4642.0,2582.0,14.49697512883711,31.54828590634103,34.67025169915603,19.28448726566585,2006.0,12.5,63987.0,4042.0,5.9,94299.0,119.13358768981983
493,Stafford,Virginia,150185.0,268.96,558.3915823914338,1559.0,43401.0,6724.0,21840.0,28535.0,41874.0,6.793772038838876,22.06662423085084,28.83109534923666,42.30850838107363,8148.0,5.4,3398.0,205.0,5.7,57872.0,73.1131717916972
494,Surry,Virginia,6459.0,278.95,23.154687219931887,837.0,31136.0,724.0,1589.0,1517.0,1120.0,14.62626262626263,32.1010101010101,30.64646464646464,22.62626262626263,738.0,11.6,3373.0,316.0,8.6,48040.0,60.691815953710496
495,Tazewell,Virginia,41201.0,518.85,79.40830683241785,668.0,25648.0,4478.0,11030.0,9209.0,4795.0,15.17348875033885,37.37462727026294,31.20425589590675,16.24762808349146,6357.0,16.4,19165.0,1181.0,5.8,63797.0,80.59857998332365
496,Warren,Virginia,39888.0,213.47,186.8552958261114,1051.0,32660.0,3286.0,9632.0,8896.0,6326.0,11.6773276474769,34.22885572139304,31.61336176261549,22.48045486851457,4008.0,10.1,24474.0,1500.0,5.8,53785.0,67.94981933951537
497,Westmoreland,Virginia,17873.0,229.38,77.91873746621327,884.0,33754.0,2284.0,5457.0,3713.0,2269.0,16.64359105151935,39.76535742913357,27.05676601326241,16.53428550608468,2332.0,12.9,12138.0,987.0,7.5,41723.0,52.71117062940597
498,Wise,Virginia,38032.0,403.19,94.32773630298371,638.0,21508.0,5722.0,8859.0,7795.0,3827.0,21.83719421440293,33.809105827577,29.74850207991451,14.60519787810556,6984.0,20.3,12790.0,1069.0,7.7,54399.0,68.72552239937338
499,York,Virginia,68389.0,104.78,652.6913533117007,1503.0,41994.0,2245.0,8345.0,13688.0,22898.0,4.758775648634899,17.6890791928099,29.01475326437171,48.53739189418349,3239.0,4.7,8599.0,668.0,7.2,56421.0,70.24614350278266
500,Adams,Washington,19702.0,1924.98,10.234911531548379,824.0,20592.0,3489.0,3397.0,2668.0,1519.0,31.50907613112978,30.67822631626479,24.09464463108462,13.71805292152082,2515.0,12.7,9799.0,532.0,5.1,53377.0,66.4562556804741
501,Asotin,Washington,22636.0,636.21,35.57944703792773,819.0,30397.0,1364.0,4527.0,6405.0,3816.0,8.465739821251242,28.09707050645482,39.75297914597815,23.68421052631579,3176.0,14.1,97191.0,8373.0,7.9,75882.0,94.47577783587944
502,Benton,Washington,200715.0,1700.38,118.04126136510662,1027.0,34287.0,12876.0,30781.0,46488.0,42672.0,9.694542114337771,23.17549711256842,35.00154347711513,32.12841729597868,18527.0,9.1,41025.0,3661.0,8.2,61546.0,76.62695003672854
503,Chelan,Washington,76653.0,2920.53,26.246263520662342,936.0,32249.0,8199.0,13235.0,16927.0,15335.0,15.26929380214541,24.64801847437425,31.52376340882002,28.55892431466031,6350.0,8.3,25951.0,2953.0,10.2,54712.0,68.11837796785318
504,Clallam,Washington,76482.0,1738.33,43.997399803259455,971.0,31601.0,4206.0,14746.0,22389.0,17733.0,7.11988353590412,24.96191217794631,37.8999221315638,30.01828215458577,10194.0,13.3,223280.0,20548.0,8.4,76929.0,95.77932992193628
505,Clark,Washington,481950.0,629.0,766.2162162162163,1328.0,37009.0,23678.0,84308.0,122336.0,108188.0,6.994771203214086,24.90561578683052,36.13955274585685,31.96006026409855,42918.0,8.7,1661.0,125.0,7.0,58220.0,72.48596222562533
506,Columbia,Washington,4024.0,868.63,4.632582342309154,760.0,38606.0,273.0,614.0,1343.0,817.0,8.959632425336396,20.1509681654086,44.07614046603216,26.81325894322284,502.0,12.6,44453.0,4475.0,9.1,64357.0,80.12674460588404
507,Cowlitz,Washington,108399.0,1140.13,95.07600010525114,895.0,30170.0,7667.0,23635.0,31914.0,12960.0,10.06484982146608,31.02683259819365,41.89508506616257,17.01323251417769,13101.0,11.9,19783.0,1788.0,8.3,64768.0,80.63845416402097
508,Douglas,Washington,42520.0,1819.26,23.37214032078977,956.0,32709.0,5045.0,8301.0,8843.0,5967.0,17.9180281289956,29.48217076289246,31.40716010796988,21.19264100014206,4539.0,10.5,2151.0,281.0,11.6,47722.0,59.41558037326162
509,Ferry,Washington,7643.0,2203.16,3.4691080084968866,688.0,26983.0,538.0,1838.0,2128.0,983.0,9.804993621286677,33.49735739019501,38.78257700018225,17.91507198833607,1415.0,18.4,40032.0,3806.0,8.7,73656.0,91.70432898815972
510,Franklin,Washington,93681.0,1242.17,75.41721342489353,915.0,25875.0,13299.0,13941.0,17073.0,10937.0,24.07058823529412,25.23257918552036,30.90135746606335,19.79547511312217,11608.0,12.4,746.0,69.0,8.5,56804.0,70.72299206912437
511,Garfield,Washington,2258.0,710.69,3.1771939945686585,565.0,28933.0,100.0,394.0,747.0,423.0,6.009615384615385,23.67788461538461,44.89182692307692,25.42067307692308,257.0,11.4,42845.0,4144.0,8.8,54753.0,68.16942442012476
512,Grant,Washington,96648.0,2679.51,36.06928132382413,813.0,25333.0,11830.0,16807.0,20439.0,10828.0,19.74826388888889,28.05655715811966,34.11959134615385,18.07558760683761,13339.0,13.6,25357.0,3376.0,11.7,54034.0,67.27424395224044
513,Island,Washington,84187.0,208.45,403.8714319980811,1260.0,38769.0,2842.0,13698.0,24170.0,21894.0,4.539646029007731,21.8803910293272,38.60775669286308,34.972206248802,5487.0,6.5,11686.0,1222.0,9.5,66386.0,82.65292147561598
514,King,Washington,2225064.0,2115.57,1051.756264269204,1695.0,55374.0,101861.0,238797.0,398938.0,869147.0,6.331713642266043,14.84370095161253,24.79811877969322,54.02646662642822,169478.0,7.6,118545.0,9872.0,7.7,76814.0,95.63615084849164
515,Kitsap,Washington,268945.0,394.94,680.9768572441384,1349.0,39993.0,9181.0,40579.0,74722.0,67073.0,4.792879329696432,21.18399415311529,39.00811777296338,35.01500874422489,21851.0,8.3,20321.0,1997.0,8.9,64727.0,80.5874077117494
516,Kittitas,Washington,47097.0,2297.27,20.50129066239493,1050.0,32120.0,2073.0,6832.0,8691.0,9610.0,7.619642725869294,25.11210762331839,31.94515915606851,35.32309049474381,5962.0,12.9,8941.0,797.0,8.2,57476.0,71.55965587220956
517,Lewis,Washington,79430.0,2402.8,33.05726652239054,916.0,27941.0,6188.0,17339.0,23135.0,10964.0,10.73820844757575,30.08884878353521,40.14680873216951,19.02613403671954,10817.0,13.3,4367.0,313.0,6.7,61332.0,76.36051245657939
518,Durham,North Carolina,317665.0,285.98,1110.7944611511293,1103.0,36759.0,22320.0,38304.0,48636.0,112470.0,10.06629684751725,17.27506426735219,21.93478554999324,50.72385333513733,36583.0,11.7,17928.0,2046.0,10.2,45156.0,75.74476650563608
519,Franklin,North Carolina,68027.0,491.68,138.35624796615684,855.0,27588.0,6366.0,14166.0,15999.0,10638.0,13.4961521338167,30.0324365579088,33.91846339757043,22.55294791070406,8429.0,12.0,98492.0,8281.0,7.8,60622.0,101.6874664519592
520,Graham,North Carolina,8501.0,292.08,29.105039715146535,529.0,23034.0,1015.0,2091.0,1920.0,787.0,17.46086358162739,35.97109926027869,33.0294168243592,13.53862033373473,1382.0,16.6,27275.0,1628.0,5.6,53112.0,89.09017713365539
521,Guilford,North Carolina,532956.0,645.7,825.3925971813535,892.0,31798.0,35186.0,82609.0,107379.0,133446.0,9.811499637499304,23.03524622162735,29.94227873515141,37.21097540572194,69163.0,13.3,17699.0,1720.0,8.9,41098.0,68.93786902844874
522,Haywood,North Carolina,61862.0,553.69,111.7267785222778,811.0,30336.0,4767.0,12517.0,16260.0,12876.0,10.26928048255062,26.96467040068936,35.02800517018527,27.73804394657475,8503.0,13.6,47904.0,3431.0,6.7,60550.0,101.56669350509932
523,Hyde,North Carolina,5089.0,612.7,8.305859311245307,784.0,17942.0,770.0,1264.0,1181.0,403.0,21.2824765063571,34.93642896627971,32.64234383637369,11.1387506909895,855.0,20.0,81501.0,6186.0,7.1,61892.0,103.81776704240472
524,Johnston,North Carolina,203308.0,791.3,256.929104006066,835.0,29327.0,15900.0,38991.0,51411.0,34682.0,11.27787550360325,27.65632979628894,36.46584009532997,24.59995460477785,24359.0,11.4,3827.0,224.0,5.5,44972.0,75.43612453032743
525,Lenoir,North Carolina,56350.0,400.59,140.66751541476324,707.0,24894.0,7303.0,13199.0,12589.0,5370.0,18.98806583292166,34.31788045032631,32.73185824601544,13.96219547073659,9459.0,17.2,40040.0,2709.0,6.3,56183.0,94.24147879763822
526,Macon,North Carolina,35172.0,515.56,68.22096361238266,758.0,29549.0,3066.0,8834.0,8997.0,6589.0,11.15476970093866,32.13999854471367,32.73302772320454,23.97220403114313,4600.0,12.9,8675.0,623.0,6.7,49373.0,82.81837090713903
527,Mecklenburg,North Carolina,1095170.0,523.84,2090.6574526573,1195.0,40627.0,68244.0,123146.0,203525.0,349210.0,9.171039811859568,16.54910129346548,27.3509155047875,46.92894338988745,122098.0,11.0,5311.0,433.0,7.5,49236.0,82.58856682769726
528,Stanly,North Carolina,62050.0,395.09,157.05282340732492,753.0,26956.0,6086.0,14259.0,15462.0,7824.0,13.9487978730719,32.68089202631157,35.43810593385437,17.93220416676217,8859.0,14.5,19248.0,1275.0,6.2,59068.0,99.08078368223296
529,Swain,North Carolina,14241.0,528.0,26.97159090909091,616.0,24234.0,1444.0,3114.0,3035.0,2067.0,14.94824016563147,32.2360248447205,31.41821946169772,21.39751552795031,1931.0,13.9,12938.0,819.0,6.0,56880.0,95.41062801932368
530,Union,North Carolina,235767.0,631.52,373.3325943754751,1078.0,37667.0,14938.0,35054.0,44265.0,56982.0,9.87708196959779,23.17788401139918,29.26824430206494,37.67678971693809,16946.0,7.0,14921.0,1621.0,9.8,41935.0,70.34185453569512
531,Warren,North Carolina,19746.0,428.46,46.08598235541241,634.0,25340.0,1990.0,5460.0,4367.0,2125.0,14.2734184478554,39.16224358054799,31.32262229235404,15.24171567924258,4242.0,22.8,3914.0,335.0,7.9,38704.0,64.92216854535695
532,Wayne,North Carolina,123785.0,553.09,223.8062521470285,784.0,26362.0,11071.0,23258.0,27871.0,15968.0,14.16308463821513,29.75386347354416,35.65525534745676,20.42779654078395,18039.0,14.9,25654.0,1822.0,6.6,46830.0,78.55273752012883
533,Yadkin,North Carolina,37589.0,334.83,112.26293940208464,632.0,26907.0,3813.0,9419.0,9581.0,3704.0,14.37945468944451,35.52060942037183,36.13153825847569,13.96839763170796,4509.0,12.1,7410.0,510.0,6.4,48662.0,81.62573805689748
534,Bergen,New Jersey,931275.0,233.01,3996.716879103901,1557.0,52800.0,47805.0,143874.0,136582.0,344832.0,7.102287499647152,21.37505515582542,20.29169817543787,51.23095916908957,59225.0,6.4,220269.0,18987.0,7.9,92471.0,106.17257018198518
535,Gloucester,New Jersey,291745.0,322.01,906.0122356448558,1258.0,40557.0,13216.0,65461.0,58178.0,72018.0,6.327289788531787,31.34009661373179,27.85328884058734,34.47932475714908,20136.0,7.0,334859.0,38198.0,10.2,77323.0,88.78006774212068
536,Mercer,New Jersey,368085.0,224.56,1639.1387602422515,1311.0,44532.0,27089.0,65735.0,53505.0,113117.0,10.4410937150698,25.33667892355249,20.6227885571564,43.5994388042213,33028.0,9.5,409364.0,38108.0,8.5,95610.0,109.77668063608704
537,Morris,New Jersey,492715.0,460.18,1070.7005954191839,1622.0,58981.0,19500.0,68137.0,70789.0,199629.0,5.446090684392062,19.02975799807292,19.77042633115024,55.75372498638478,22653.0,4.7,263021.0,26400.0,9.1,78181.0,89.76519892071876
538,Salem,New Jersey,62754.0,331.9,189.07502259716784,1024.0,33575.0,4324.0,17413.0,13065.0,10601.0,9.523599762130257,38.35209127150188,28.77563156619606,23.34867740017179,7466.0,12.2,160966.0,13075.0,7.5,115573.0,132.69762902577645
539,Union,New Jersey,555208.0,102.86,5397.705619288353,1335.0,42606.0,49584.0,108536.0,84888.0,146361.0,12.7344498406396,27.87484365730194,21.80142743772617,37.5892790643323,50517.0,9.2,52839.0,4717.0,8.2,80412.0,92.32676961938114
540,Allen,Indiana,375520.0,657.31,571.2981698133301,789.0,29951.0,24735.0,70255.0,79531.0,74398.0,9.936967447241871,28.22404075221257,31.95055419634499,29.88843760420056,42833.0,11.4,40792.0,2881.0,6.6,70545.0,116.03941178405763
541,Blackford,Indiana,11926.0,165.08,72.24376060092077,635.0,25287.0,781.0,4235.0,2326.0,1220.0,9.12170053725765,49.46274234991824,27.16654987152535,14.24900724129876,1555.0,13.4,34547.0,1559.0,4.3,92302.0,151.8274829752936
542,Carroll,Indiana,20137.0,372.22,54.09972596851324,710.0,29527.0,1549.0,6022.0,4541.0,2084.0,10.91152437306284,42.42040011270781,31.98788391096084,14.68019160326853,1567.0,7.8,16420.0,1216.0,6.9,50419.0,82.93417113530941
543,Clay,Indiana,26231.0,357.54,73.36521787771997,717.0,27298.0,1614.0,7618.0,6104.0,2986.0,8.809081977950004,41.57843030236874,33.31514026852964,16.29734745115162,2535.0,9.8,15785.0,953.0,5.7,59503.0,97.8764351745238
544,Daviess,Indiana,33277.0,429.49,77.48026729376703,683.0,23600.0,4785.0,6965.0,6105.0,2830.0,23.13270485859318,33.67174280879864,29.51414068165337,13.6814116509548,3582.0,10.9,23576.0,1770.0,7.0,73459.0,120.83264795868014
545,DeKalb,Indiana,43193.0,362.82,119.04801278871066,707.0,28782.0,2637.0,12667.0,8398.0,5447.0,9.046622525644104,43.4560362276579,28.81059384541494,18.68674740128306,3779.0,8.8,48593.0,3877.0,7.4,46612.0,76.67204000394776
546,Elkhart,Indiana,205184.0,463.17,442.99933069931126,820.0,26806.0,23619.0,45191.0,35739.0,26169.0,18.06866690126838,34.57136737098181,27.34053458590247,20.01943114184733,19761.0,9.8,7753.0,847.0,9.8,53616.0,88.19291377438563
547,Kosciusko,Indiana,79156.0,531.38,148.96307727050322,800.0,30951.0,6577.0,18695.0,15306.0,13025.0,12.26983564352741,34.87677928474152,28.55437195679346,24.29901311493759,6343.0,8.2,18047.0,1252.0,6.5,72513.0,119.27657334605388
548,LaPorte,Indiana,110026.0,598.3,183.89771017884007,763.0,27706.0,8368.0,31353.0,23585.0,15493.0,10.61942410436681,39.78857599715732,29.9305828754172,19.66141702305867,12524.0,12.1,19223.0,1459.0,7.1,63904.0,105.11563641148798
549,Marion,Indiana,957337.0,396.3,2415.6876103961645,910.0,30013.0,83635.0,175662.0,169534.0,209182.0,13.10866706477768,27.53266782965238,26.57218583320403,32.78647927236592,135820.0,14.4,21212.0,1473.0,6.5,57657.0,94.83995131098465
550,Miami,Indiana,35684.0,373.84,95.45260004279906,713.0,24439.0,3431.0,10701.0,7389.0,3698.0,13.6048217613704,42.43229311233594,29.29933780086443,14.66354732542924,4173.0,13.1,64099.0,3818.0,5.6,61808.0,101.66792775602856
551,Morgan,Indiana,70141.0,403.97,173.6292298933089,822.0,31856.0,5710.0,19804.0,14590.0,9473.0,11.51743752143131,39.94594267503076,29.42896907840329,19.10765072513464,5939.0,8.5,6100.0,457.0,7.0,59246.0,97.45369608842978
552,Ohio,Indiana,5890.0,86.14,68.37706059902484,713.0,31873.0,471.0,1878.0,1369.0,694.0,10.675430643699,42.56572982774252,31.02901178603808,15.7298277425204,570.0,9.8,7552.0,952.0,11.2,52029.0,85.58245879527585
553,Parke,Indiana,16912.0,444.66,38.033553726442676,759.0,25056.0,1753.0,4495.0,3841.0,1504.0,15.12119382385922,38.77339774001553,33.13206245147934,12.97334598464591,2184.0,14.3,8480.0,599.0,6.6,44011.0,72.39365726880942
554,Porter,Indiana,169482.0,418.15,405.3138825780223,947.0,35672.0,7058.0,40921.0,34946.0,35964.0,5.936629965766387,34.41950054252285,29.39380430485579,30.25006518685496,14436.0,8.6,12136.0,638.0,5.0,63801.0,104.94621179721683
555,Putnam,Indiana,37419.0,480.53,77.87026824547895,784.0,25686.0,2663.0,10075.0,7443.0,4348.0,10.85653716009621,41.07383097557993,30.34367483387011,17.72595703045375,3672.0,11.3,10452.0,742.0,6.6,67178.0,110.50103628647562
556,Rush,Indiana,16632.0,408.12,40.75271978829756,721.0,27133.0,1183.0,5234.0,3220.0,1882.0,10.26998871429812,45.43797204618457,27.95381543536765,16.33822380414966,1582.0,9.7,122108.0,11392.0,8.5,60070.0,98.80909300259894
557,Scott,Indiana,23785.0,190.4,124.92121848739495,736.0,23820.0,3183.0,6963.0,4359.0,2223.0,19.02797704447633,41.62482065997131,26.05810616929698,13.28909612625538,3244.0,13.9,21342.0,1677.0,7.3,59252.0,97.46356548343589
558,Starke,Indiana,22996.0,309.13,74.38941545628053,684.0,24105.0,2317.0,7194.0,4636.0,1908.0,14.43164123326067,44.80847088134537,28.87573964497042,11.88414824042354,3255.0,14.2,18649.0,1258.0,6.3,62273.0,102.43280586900023
559,Switzerland,Indiana,10727.0,220.63,48.61986130625935,624.0,26288.0,1015.0,3461.0,1651.0,618.0,15.04818383988139,51.31208302446256,24.47739065974796,9.16234247590808,1485.0,14.0,85742.0,6027.0,6.6,52806.0,86.86054544856401
560,Union,Indiana,7140.0,161.22,44.287309266840346,825.0,28820.0,610.0,2030.0,1509.0,1030.0,11.77833558602047,39.19675613052713,29.13689901525391,19.88800926819849,706.0,10.0,85529.0,6632.0,7.2,49482.0,81.39290061519229
561,Vigo,Indiana,107305.0,403.31,266.0608464952518,761.0,26380.0,7126.0,23086.0,21316.0,17243.0,10.36192581175205,33.56938244318099,30.99562315510899,25.07306858995798,20134.0,20.7,13578.0,893.0,6.2,55750.0,91.70312859821694
562,Warrick,Indiana,62608.0,384.82,162.69424666077646,895.0,40276.0,2392.0,12395.0,14677.0,14395.0,5.453840716842609,28.26101826307029,33.46405526801797,32.82108575206913,3990.0,6.4,12609.0,949.0,7.0,49494.0,81.41263940520446
563,Wells,Indiana,28010.0,368.09,76.09552011736261,688.0,28828.0,1292.0,8158.0,6129.0,3428.0,6.797495659493872,42.92102909454412,32.24601462619035,18.03546061977166,2254.0,8.2,12492.0,676.0,5.1,57787.0,95.05378820278317
564,Barnstable,Massachusetts,213505.0,393.72,542.2762369196383,1362.0,47315.0,7686.0,39626.0,50878.0,79930.0,4.315068493150685,22.24679991017292,28.56388951268807,44.87424208398833,16203.0,7.7,56266.0,6104.0,9.8,65458.0,74.99083493721932
565,Dukes,Massachusetts,17430.0,103.25,168.8135593220339,1589.0,43994.0,652.0,3945.0,3795.0,7164.0,4.191308819748008,25.35998971457958,24.39573155052713,46.05296991514528,1299.0,7.5,380186.0,43999.0,10.4,88269.0,101.1238658234809
566,Hampden,Massachusetts,466647.0,617.14,756.1444728910782,920.0,31483.0,44183.0,96780.0,87767.0,89906.0,13.86629257208853,30.37321583248597,27.54459634190738,28.21589525351812,64583.0,14.3,81642.0,6718.0,7.6,73864.0,84.62102465401888
567,Nantucket,Massachusetts,11212.0,44.97,249.32177006893485,1781.0,57246.0,388.0,1863.0,2785.0,5179.0,3.798335780714635,18.23788546255507,27.26382770435634,50.69995105237396,596.0,5.3,355614.0,34409.0,8.8,106348.0,121.83576207497022
